"","MD-R-EB-10","MD-R-EB-11","MD-R-EB-12","MD-R-EB-9"
"Polr3k",28.3098,26.8965,39.9175,44.5265
"Gm5466",0.6061,0.5628,0.6719,0.4104
"Gm14496",0,0,0,0
"Btbd35f23",0,0,0,0
"Btbd35f24",0,0,0,0
"Gm14331",0,0,0,0
"Gm14333",0,0,0,0
"Gm14332",0,0,0,0
"Gm14334",0,0,0,0
"Gm14352",0,0,0,0
"Btbd35f11",0,0,0,0
"Gm14353",0,0,0,0
"Gm14360",0,0,0,0
"Gm14361",0,0,0,0
"Btbd35f18",0,0,0,0
"Btbd35f10",0,0,0,0
"Gm14357",0,0,0,0
"Gm14359",0,0,0.2995,0
"Gm14355",0,0,0,0
"Spin2-ps1",0,0,0,0
"Btbd35f16",0,0,0,0
"Gm15251",0,0,0,0
"Gm15257",0,0,0,0
"Btbd35f3",0,0,0,0
"Gm15258",0,0,0,0
"Gm14350",0,0,0,0
"Gm14349",0,0,0,0
"Gm14358",0,0,0,0
"Gm14362",0,0,0,0
"Gm14356",0,0,0,0
"Btbd35f28",0,0,0,0
"Btbd35f20",0,0,0,0
"Gm14348",0,0,0,0
"Gm14364",0,0,0,0
"Gm14368",0,0,0,0
"Gm15260",0,0,0,0
"Btbd35f17",0,0,0,0
"Gm6019",0,0,0,0
"Gm9427",0,0,0,0
"Gm15256",0,0,0,0
"Gm5925",0,0,0,0
"Gm4725",0,0,0,0
"Gm9498",0,0,0,0
"Gm15252",0,0,0,0
"Btbd35f4",0,0,0,0
"Gm4726",0,0,0,0
"Gm3757",0,0,0,0
"Gm15259",0,0,0,0
"Gm15254",0,0,0,0
"Btbd35f27",0,0,0,0
"Gm14370",0,0,0,0
"Gm14367",0,0,0,0
"Gm14365",0,0,0,0
"Gm9428",0.149,0,0,0
"Gm5924",0,0,0,0
"Gm14369",0,0,0,0
"Gm14363",0,0,0,0
"Mycs",0,0,0,0
"Gm14366",0,0,0,0
"Gm14375",0,0,0,0
"Btbd35f7",0,0,0,0
"Gm14373",0.3716,0.4929,0.5296,0.5391
"Gm14452",0,0,0,0
"Gm14451",0,0,0,0
"Gm14448",2.1821,5.6275,4.8376,4.3092
"Gm14450",0,0.4924,0,0.5386
"Gm26618",0,0.2378,0,0
"Nudt11",7.1694,6.2281,15.8526,14.6053
"Rpl19-ps12",0.1938,0.2,0.6446,0.2187
"Gm27360",0,0,0,0
"AU022751",0.5205,0.8591,0.2308,0.9985
"Nudt10",4.2597,2.8629,7.3689,6.7005
"Bmp15",0,0.0386,0,0
"Shroom4",14.9907,15.9434,16.6743,17.8337
"Dgkk",56.7835,35.9256,77.1189,33.4477
"Ccnb3",0.0251,0.0259,0.0556,0.0566
"Akap4",0,0,0,0
"Gm14380",0.2658,0,0,0
"Clcn5",52.1979,40.8649,47.5595,32.2399
"Gm26401",0,1.555,0,0
"Mir500",1.2452,1.2845,0,1.4052
"Mir501",0,0,0,0
"Mir362",0,1.8181,1.9537,0
"Mir188",0,0,0,0
"Mir532",1.1933,0,0,0
"Usp27x",14.0823,11.2958,12.6424,10.7856
"Gm14379",1.342,1.5103,1.4876,0.6884
"2010204K13Rik",13.3158,19.9328,20.9374,25.8062
"Gm14381",0,0,0,0
"Gm14395",0,0,0,0
"Gm14394",0,0,0,0
"Gm23082",0,0,0,0
"Ppp1r3f",1.9341,1.6283,1.9222,1.3547
"Gm36995",0.5601,0.3921,0.6209,0.4289
"Flicr",1.0551,1.1874,1.0633,1.5515
"Foxp3",2.4278,1.7558,2.0531,2.0901
"Ccdc22",0.4011,0.4828,0.2964,0.2641
"Cacna1f",0.1008,0.169,0.2655,0.1138
"Syp",1.9346,2.9255,3.3142,2.6049
"Gm14703",0.5665,0.5195,0.628,0.8524
"Prickle3",5.9827,5.2797,3.6786,2.98
"Plp2",186.0084,153.348,133.8419,122.7829
"Magix",0.8661,0.5279,1.6583,1.466
"Gm6079",0,0.2925,0,0
"Gpkow",20.9989,20.6187,21.5781,21.448
"Wdr45",14.3286,12.1034,9.6296,9.1391
"Gm45208",0,0.3639,0.1955,0
"Praf2",33.5379,29.7431,30.0636,27.2261
"Ccdc120",13.7251,12.0874,10.2749,12.7879
"Smt3h2-ps",0,0,0.4456,0
"Tfe3",25.94,29.7838,30.6877,39.4486
"Gripap1",27.047,24.6795,19.9645,20.6531
"Mir1198",0,0.9767,0,2.1368
"Kcnd1",5.9804,5.834,4.8518,5.0615
"Otud5",78.2307,79.2702,75.3137,77.6152
"Pim2",59.8003,273.0992,366.6523,612.2446
"Slc35a2",11.8702,9.3713,11.5468,9.3492
"Pqbp1",83.7486,96.7962,99.5102,91.0304
"Timm17b",39.3363,37.621,40.5249,33.1658
"Gm10491",0,0,0,0
"Gm10490",0.9547,1.6414,0.7055,0.3591
"Pcsk1n",6.5298,8.8378,7.5857,10.2572
"Eras",10.956,20.4096,29.1235,44.7724
"Hdac6",61.6221,57.3114,81.2313,73.6719
"Psmb6-ps",0,0.4972,0.3562,0.9066
"Gata1",8.0821,2.2298,4.8962,1.0075
"Glod5",0.6809,1.756,1.8869,2.113
"Gm9429",0.264,0.2723,0.7315,0.7447
"Rpl22-ps1",1.4839,2.4493,0.987,2.0095
"Gm14799",0,0,0,0
"Gm14820",2.9514,2.4808,2.3628,2.2204
"Gm7079",0,0,0,0
"Suv39h1",113.1027,72.1402,68.0964,44.2285
"Was",1.9727,1.1416,0.7467,0.5429
"Gm22083",0,0,0,0
"Gm6787",0.3939,0.2438,0.786,1.3337
"Psmb7-ps2",0,0,0.1549,0
"Wdr13",16.5641,13.2578,14.0296,11.2201
"Rbm3",112.8035,129.9758,140.4491,162.5991
"Rbm3os",4.3653,5.842,3.1387,4.2604
"Tbc1d25",18.3688,15.3116,15.1349,14.9912
"Ebp",39.4758,35.0953,31.1148,22.3854
"Porcn",19.8951,18.3176,25.8209,17.7108
"Ftsj1",15.1622,14.5736,15.9002,15.4533
"Slc38a5",1.7892,1.2129,3.7399,1.9613
"Ssxb10",0,0,0,0
"Ssxb9",0,0,0,0
"Ssxb1",0,0,0,0
"Ssxb2",0,0,0,0
"Gm14459",0,0,0,0
"Ssxb6",0,0,0,0
"Ssxb3",0,0,0,0
"Gm14500",0,0,0,0
"Gm6797",0,0,0,0
"Gm6798",0,0.3283,0,0.3591
"Gm9430",0.15,0.0774,0,0.1693
"Ssxb8",0,0,0,0
"Ssx9",0,0,0,0
"Ssxb5",0,0,0,0
"Gm14502",1.0138,0,0,0
"Gm6592",0,0,0,0
"Gm5751",0,0.5323,0,0.5823
"B630019K06Rik",1.4192,1.6471,2.0157,2.3523
"Gm14504",0,0,0,0
"Gm5752",0,0,0,0
"Gm16479",0,0,0,0
"Gm14510",0,0,0,0
"Fthl17b",0,0,0,0
"Gm14509",0,0,0,0
"Fthl17c",0,0,0,0
"Gm14457",0,0,0,0
"Fthl17d",0,0,0,0
"Gm9431",0.545,0.1124,0.3625,0
"Gm14865",0,0,0,0
"Fthl17e",0,0,0,0
"Gm14503",0,0,0,0
"Fthl17-ps1",0,0,0,0
"Gm14864",0,0,0,0.1189
"Gm5379",0,0,0,0
"Fthl17f",0,0.1395,0.2999,0.7631
"Gm16480",0,0,0,0
"Fthl17-ps2",0,0,0,0
"4930402K13Rik",0,0,0,0
"Fthl17-ps3",0,0,0,0
"Lancl3",6.8316,4.3528,5.2182,3.4011
"Gm14862",0.5267,0.815,0.4379,0.2972
"Xk",2.1215,3.5621,6.7797,12.4284
"H2al1m",0,0,0,0.2416
"Gm25481",0,0.748,0.8037,0
"Gm6829",0.3182,0.3283,0.3527,0.3591
"Gm14863",0,0,0,0
"H2al1k",0,0,0,0
"Cybb",0.0197,0.061,0.0437,0.1335
"Gm25728",0,0,0,0
"H2al1o",0,0,0,0
"AL671118.1",0,0,0,0
"Dynlt3",16.8993,16.2862,27.0638,19.1204
"H2ap",0,0.4068,0,0
"H2al3",0,0,0,0
"Sytl5",0.2987,0.565,1.1038,0.5056
"Gm5754",0,0,0,0
"Srpx",0.0864,0.0446,0.1437,0.0975
"Rpgr",7.319,7.3219,15.9458,13.0756
"Otc",0,0,0,0
"4933416E14Rik",0,0,0,0
"Tspan7",29.3409,18.863,32.5781,25.9576
"Gm5931",0.7205,0.7433,0.7987,1.0841
"Gm14470",0,0,0,0
"Gm14480",0.2646,0.2729,0.5865,0.5971
"Mid1ip1",52.9729,41.1513,43.5626,51.8804
"Gm14493",0,0,0,0
"Gm14473",0.617,0.8487,0.228,0.6963
"Gm14485",0,0,0,0
"Gm14481",0,0,0,0
"H2al1a",0,0,0,0
"H2al1b",0,0,0,0
"H2al1c",0,0,0,0
"H2al1d",0,0,0,0
"H2al1e",0,0,0,0
"H2al1f",0,0,0,0
"H2al1g",0,0,0,0
"H2al1h",0,0,0,0
"H2al1i",0,0,0,0
"H2al1j",0,0,0,0
"Gm14515",0,0,0,0
"Gm14513",4.6569,4.804,4.1297,6.3061
"Gm26314",0,0,0,0
"Rpl23a-ps13",0,0,0,0
"Gm14491",2.8784,0,0.6381,1.2993
"Gm14512",0,0,0,0
"Bcor",63.7439,59.3072,47.1552,43.2312
"Gm14521",0,0,0,0
"Gm14635",0.071,0,0.236,0.0801
"Rpl30-ps11",0,0.3425,0,0
"Atp6ap2",36.4507,33.0429,61.2142,68.2426
"Gm9432",0.7547,1.2456,1.1712,1.1923
"Gm4984",1.2729,1.6414,0,1.4364
"1810030O07Rik",34.1258,29.249,32.2763,32.6183
"Gm16265",2.1215,1.0942,2.3516,2.394
"Med14",36.9837,45.2726,55.1832,73.8213
"Gm14634",1.136,0.8113,1.1139,1.3805
"Gm25063",0,0,0,0
"Gm14524",0.1677,0,0,0
"AA414768",6.9264,4.7008,3.2328,1.1313
"Gm14534",0,0,0,0
"5730405O15Rik",2.1215,2.3816,4.9108,3.0981
"Usp9x",112.4356,121.3031,147.0601,138.3374
"Gm15027",0,0,0,0
"Gm14536",0,0,0,0
"Rpl3-ps1",10.2251,25.4913,11.3345,11.8592
"Llph-ps2",4.9555,2.7064,2.2619,2.3026
"2010308F09Rik",0.1627,0.1679,0.1804,0
"Gm16481",0.2801,0.1926,0.3105,0.4214
"Ddx3x",442.845,459.3202,626.8784,671.9793
"Gm5380",0.7509,0.9959,0.8918,1.8157
"Gm7129",1.149,0.7112,1.5284,0.9077
"Gm9434",0.4227,0.2907,0.4686,0.9541
"Nyx",0.3757,0.2508,0.6615,0.4739
"Gm14506",0.4275,0,0.7108,0
"Cask",29.8017,31.2471,38.1589,30.1667
"Gpr34",0.3837,0.1696,0.8506,0.433
"Gm25246",1.6603,3.4255,3.6808,0
"Gpr82",0.6423,0.7572,1.7291,1.0354
"Gm5381",0,0,0,0
"Gm25552",0,0,0,0
"H2al1n",0,0,0,0
"Gm14867",0,0,0,0
"Gm25202",0,0,0,0
"Gm14505",0,0.1422,0,0.4667
"Gm9435",0.1306,0,0,0
"Ppp1r2-ps9",0,0,0,0
"Gm14519",0.3672,0,0,0
"Gm14518",0,0,0,0
"Gm14517",0,0,0,0
"Gm25207",0,0,0,0
"Gm22464",0,0,0,0
"Gm23516",0,0,0,0
"Drr1",0,0,0,0
"Gm14520",0,0,0,0
"Gm14516",0,0,0,0.513
"Cypt1",0,0,0,0
"Csnk2a1-ps",0,0,0,0.11
"Maoa",36.1245,37.8329,44.6149,50.6617
"Maob",0.3697,0.5932,1.4115,2.2249
"Ndp",0,0.1219,0.262,0.4667
"Efhc2",1.5251,2.3599,3.3313,2.8346
"Gm14514",0,0,0.2702,0
"Gm22294",0,0,0,2.4861
"Fundc1",25.6091,24.0073,34.4319,25.8771
"Gm5073",0,0,0,0
"Gm9436",0.1235,0.1911,0.0685,0.0697
"Gm5755",0,0,0,0
"Gm5123",0,0,0,0
"Dusp21",0,0,0,0
"Kdm6a",37.0476,35.1588,45.3539,49.5945
"Gm14883",0,0,0,0
"Dipk2b",0.0327,0,0.0363,0
"Gm6923",0,0,0,0
"Gm5383",0,0,0,0
"Mir221",2.4118,0,1.3367,6.804
"Mir222",0,0,1.6074,0
"Gm14636",0.1308,0.1517,0.5073,0.6271
"Gm26652",0.2702,0.1394,0.8985,2.1343
"Gm22783",0,0,0,0
"Gm14885",0,0,0,0
"Tex13c3",0,0,0,0
"Gm14531",0,0,0,0
"Gm23678",0,0,0,0
"Gm14530",0,0,0,0.3882
"Rpl36-ps10",0.5304,0,0.5879,0
"Gm5384",0,0,0,0.2792
"Chst7",14.5925,21.1606,16.1757,5.3328
"Slc9a7",4.8583,3.7743,5.6845,6.4976
"Gm9083",0.1399,0,0.3101,0.4735
"Gm14529",0,0,0,0
"Rp2",24.8683,21.3783,33.7416,27.6858
"Gm9085",1.9236,1.8741,1.303,1.5677
"Gm14537",2.8688,2.5648,2.332,3.2373
"Jade3",32.1751,31.6715,40.4197,46.6078
"Gm14884",0.5845,0,0.6479,0.6596
"Gm14538",0,0.0891,0.2871,0
"Rgn",0.1426,0.0735,0.158,0
"Gm14539",1.9752,3.3959,0.7298,0
"Gm23628",1.9866,0,3.6702,1.4945
"Ndufb11",157.3296,154.6207,134.9597,112.1909
"Rbm10",99.3525,99.85,87.6333,88.3419
"Uba1",369.5895,362.9703,358.7233,337.5549
"Cdk16",105.2437,100.3893,93.9792,85.0421
"Usp11",88.1467,72.4503,74.5504,41.3071
"AL671885.1",0.9736,0.3348,0,0
"Araf",40.2647,32.3404,34.3631,29.9819
"Gm26065",4.3642,4.502,10.8847,8.6184
"Gm24824",4.4061,4.5453,3.2561,1.6574
"Gm15028",0.3096,0.9582,2.7457,1.0482
"Syn1",6.9104,10.2094,9.6232,12.8923
"Mir5617",2.0098,0,2.2279,0
"Timp1",11.4817,9.7151,10.1533,16.3051
"Gm15029",0,0,0,0
"Cfp",11.0204,6.8075,10.3873,8.2659
"Elk1",20.8851,22.006,21.8766,21.8142
"Uxt",20.5494,22.4243,22.004,27.2907
"A230072C01Rik",5.2171,4.7839,8.2731,6.9503
"Zfp182",6.0147,6.6788,7.8191,7.9148
"Spaca5",0.179,0,0,0.202
"Zfp300",0.8799,0.8634,1.4749,2.1796
"Ssxa1",0,0,0,0
"Gm1848",0.8712,0.2996,0,0.4915
"Gm21876",0,0,0,0
"4930453H23Rik",0,0,0,0
"Gm6938",0,0,0.1647,0
"Gm5124",1.2116,0.6034,0.741,0.5658
"Agtr2",0,0,0,0.0389
"Gm22592",0,0,0,0
"Gm9439",0.2355,0.1215,0.9136,0.3986
"Gm14558",0,0,0,0
"Slc6a14",0.2002,0.6883,0.2958,0.7529
"Gm28269",0,0,0,0
"Gm28268",0,0,0,0
"Gm24535",0,0,0,0
"Gm14563",0,0,0.3587,0
"Gm14561",0,0,0.1591,0
"AL732295.1",0,0,0,0
"Gm6071",0.2604,0,0,0
"Gm25812",0,0,0,0
"Gm14562",0,0,0,0
"Gm15030",0,0,0,0
"Ppp1r2-ps7",0,0,0,0
"Gm26131",0,0,0,0
"Klhl13",44.8486,53.49,33.1429,46.8104
"Gm14523",0.4106,0.6354,1.1379,0.2317
"Gm7164",0,0,0,0
"Wdr44",5.3076,5.164,7.7382,8.6978
"Gm4789",0,0,0,0
"Gm4907",0,0,0,0
"Gm4985",0,0,0,0
"Gm25299",0,0,0,0
"Gm4732",0,0,0,0
"Gm9440",0,0,0,0
"Gm6956",0,0,0,0
"Gm27192",0,0,0,0
"Gm5934",0,0,0,0
"Gm4297",0,0,0,0
"Gm27910",0,0,0,0
"Gm27839",0,0,0,0
"Gm5935",0,0,0,0
"Gm2759",0,0,0,0
"Gm44480",0,0,0,0
"Gm2768",0,0,0,0
"Gm5169",0,0,0,0
"Gm1989",0,0,0,0
"Gm1993",0,0,0,0
"Gm2003",0,0,0,0
"Gm27892",0,0,0,0
"Gm7350",0,0,0,0
"E330010L02Rik",0,0,0,0
"Gm14533",0,0,0,0
"Gm5168",0,0,0,0
"Gm2012",0.1013,0,0,0
"Gm26302",0,0,0,0
"Gm2030",0,0,0,0
"Gm2005",0,0,0,0
"Slx",0,0,0,0
"Gm27341",0,0,0,0
"Gm14525",0,0,0,0
"Gm6113",0,0,0,0
"Gm6121",0,0,0,0
"Gm7365",0,0,0,0
"Gm7375",0,0,0,0
"Gm10230",0,0,0,0
"Gm44452",0,0,0,0
"Gm2092",0,0,0,0
"Gm44407",0,0,0,0
"Gm2101",0,0,0,0
"Gm7386",0,0,0,0
"Gm10058",0,0,0,0
"Gm2117",0,0,0,0
"Gm7391",0,0,0,0
"Gm4836",0,0,0,0
"Gm7398",0,0,0,0
"Gm10147",0,0,0,0
"Gm44499",0,0,0,0
"Gm2165",0,0,0,0
"Gm7408",0,0,0,0
"Gm10096",0,0,0,0
"Gm2200",0,0,0,0
"Gm7415",0,0,0,0
"Gm2066",0,0,0,0
"Gm7421",0,0,0,0
"Gm15432",0,0,0,0
"Gm14527",0,0,0,0
"Gm44496",0,0,0,0
"Gm3657",0,0,0,0
"Gm3669",0,0,0,0
"Gm10488",0,0,0,0
"Gm44298",0,0,0,0
"E330016L19Rik",0,0,0,0
"Gm3681",0,0,0,0
"Gm14632",0,0,0,0
"Gm7437",0,0,0,0
"Gm14974",0,0,0,0
"Gm7438",0,0,0,0
"Gm10487",0,0,0,0
"Btbd35f29",0,0,0,0
"Spin2f",0,0,0,0
"Btbd35f26",0,0,0,0
"Gm15280",0,0,0,0
"Gm15276",0,0,0,0
"Btbd35f19",0,0,0,0
"Gm21883",0,0,0,0
"Spin2e",0,0,0,0
"Btbd35f25",0,0,0,0
"Gm21637",0,0,0,0
"Btbd35f22",0,0,0,0
"Gm5923",0,0,0,0
"Btbd35f2",0,0,0,0
"Btbd35f1",0,0,0,0
"Gm5926",0,0,0,0
"Btbd35f21",0,0,0,0
"Btbd35f30",0,0,0,0
"Gm21789",0,0,0,0
"Btbd35f5",0,0,0,0
"Spin2-ps6",0,0,0,0
"Gm15275",0,0,0,0
"Gm15274",0,0,0,0
"Btbd35f12",0,0,0,0
"Gm2182",0,0,0,0
"Gm2854",0,0,0,0
"Gm21979",0,0,0,0
"Gm21990",0,0,0,0
"Gm2892",0,0,0,0
"Gm2223",2.2063,1.6632,2.4457,2.1067
"Gm2231",0,0,0,0
"Btbd35f15",0,0,0,0
"Gm15273",0,0,0,0
"Gm15281",0,0,0,0
"Gm15279",0,0,0,0
"Gm7023",0,0,0,0
"Btbd35f13",0,0,0,0
"Btbd35f14",0,0,0,0
"Btbd35f6",0,0,0,0
"Gm21870",0,0,0,0
"Btbd35f9",0,0,0,0
"Spin2g",0,0,0,0
"Btbd35f8",0,0,0,0
"Gm2288",0,0,0,0
"Gm14552",0,0,0,0
"Gm10486",0,0,0,0
"Gm2309",0,0,0,0
"Gm2318",0,0,0,0
"Gm14553",0,0,0,0
"Gm14819",0,0,0,0
"Gm4764",0,0,0,0
"Gm14554",0,0,0,0.1956
"Gm25624",0,0,0,0
"Dock11",40.4677,45.0202,57.818,43.4977
"Gm50468",2.9482,1.7379,1.8675,2.8517
"Il13ra1",2.5307,1.9739,3.5579,2.6468
"Zcchc12",13.7672,12.1288,17.0988,8.505
"Gm14560",0,0,0,0
"Gm6023",0.7562,0.9751,1.0478,0.4267
"Gm14559",0,0,0,0
"Lonrf3",1.8933,1.8911,0.9328,2.1704
"Gm25047",3.3046,0,3.6631,4.9721
"Gm14568",0,0,0,0
"Gm44485",0,0,0,0
"Gm6268",0,0,0,0
"Gm22364",0,0,0,0
"Gm14569",0,0.062,0.0222,0.0904
"Pgrmc1",93.1526,95.5862,129.9969,150.5781
"Akap17b",5.1908,6.0831,10.0059,10.8537
"Rpl7-ps9",3.1622,2.669,2.0713,2.2708
"Slc25a43",0.8367,0.6639,0.7848,1.3799
"Gm23613",0,0,0,1.4859
"Slc25a5",346.2527,398.9767,462.2795,542.707
"Gm14549",5.4236,5.7091,5.1531,6.1203
"C330007P06Rik",11.3263,11.5408,14.2143,13.7216
"Gm14541",1.4594,0.7527,0,0.8234
"Ube2a",40.2369,40.8318,41.9753,44.2679
"Nkrf",29.2743,33.426,35.4271,41.4935
"Gm15008",0.7471,0.2569,0.5521,0.5621
"Septin6",24.0781,26.9195,26.4976,21.7422
"Gm14542",0.2754,0,0.1018,0.1036
"Sowahd",0.8734,0.6007,0.4841,0.0821
"Gm26099",0,0,0,0
"Gm24809",0,0,0,0
"Rpl39",129.8977,142.9016,236.7963,264.0508
"Snora69",8.745,12.6297,18.4181,19.7368
"Upf3b",39.3036,48.4356,55.8252,55.2792
"Nkap",22.7477,22.5374,32.2901,32.9913
"Akap14",0.895,0.5276,0.7086,0.7214
"Ndufa1",101.4355,120.4345,115.4712,122.488
"Rnf113a1",13.7696,11.7888,12.9791,12.3673
"Gm9",2.3837,2.893,0.3109,0.6329
"Rhox1",0.3892,0.6692,0.1438,0.4392
"Rhox2a",0,0.14,0.1505,0
"Rhox3a",0,0,0,0
"Rhox4a",0,0,0,0
"Rhox3a2",0,0,0,0
"Rhox4a2",0,0,0,0
"Rhox2b",0,0,0,0
"Rhox3b-ps",0,0,0,0
"Rhox4b",0.1035,0.0534,0,0
"Rhox2c",0,0,0,0
"Rhox3c",0,0,0,0
"Rhox4c",0,0.0525,0,0.0575
"Rhox2d",0,0,0,0
"Gm26494",0,0,0,0
"Rhox3d-ps",0,0,0,0
"Rhox4d",0,0.0528,0.0567,0
"Rhox2e",0,0,0,0
"Rhox3e",0,0,0,0
"Rhox4e",0,0,0,0
"Rhox2f",0,0,0,0
"Rhox3f",0,0,0,0
"Rhox4f",0,0,0,0
"Rhox3g",0,0,0,0
"Dppa3-ps",1.016,2.3583,0.2816,0.8599
"Gm24493",0,0,0,0
"Rhox2g",0,0.1483,0,0
"Rhox4g",0.0495,0.1021,0,0
"Rhox3h",0,0,0,0
"Gm24147",0,0,0,0
"Rhox2h",0.1456,0,0,0
"Rhox7-ps2",0.3558,1.101,0,0
"Rhox2-ps",0.3558,0.367,0,0
"Rhox5",55.6083,117.8646,18.6945,49.0356
"Rhox6",27.7891,28.3159,0.8801,6.9118
"Rhox7a",0.0932,0,0,0
"Rhox8",0,0,0,0.1074
"Rhox7b",0,0.325,0,0
"Rhox9",16.2998,15.1048,1.3781,3.2215
"Rhox11-ps1",0,0,0,0
"Rhox11-ps2",0,0,0,0
"Btg1b",0,0,0,0
"Btg1c",0,0,0,0
"Rhox10",0,0,0,0
"Rhox11",0,0,0,0
"Rhox11-ps3",0,0,0,0
"Rhox12",0.6376,0.2193,0.1178,0
"Rhox13",0.2616,0,0.145,0.1476
"Zfp36l1-ps",0,0.1315,0,0.1438
"Zbtb33",25.1171,24.8031,40.7095,39.8276
"Tmem255a",0.8165,0.7633,1.2161,0.835
"Mir3110",0,0,0,0
"Rhox7-ps1",0,0,0,0
"Atp1b4",0,0,0,0
"Gm40",0,0,0,0
"Gm4853",0.2908,0.5999,0.3223,0
"Lamp2",21.8876,19.1396,28.2506,27.7174
"Gm7598",0.2935,0.1514,0.122,0.2898
"Cul4b",146.0016,164.6804,253.6481,296.9037
"Mcts1",26.3975,25.2755,41.3055,40.9799
"C1galt1c1",16.7609,17.6166,22.8736,22.4827
"Ap3s1-ps1",0,0,0,0
"Gm14565",0,0,0,0.0518
"Gm25642",0,0,0,0
"Gm14564",0,0,0,0
"6030498E09Rik",0,0,0.1967,0
"Gm6024",0,0,0,0
"Gm14567",0,0,0,0
"Gm16423",0,0,0,0
"Gm14551",0,0,0,0
"Gm14566",0,0,0,0
"Gm26437",0,0,0,0
"Cypt15",0,0,0,0
"Gm14550",0,0,0,0
"Gm14570",0,0,0,0
"Gm14571",0.201,0,0,0
"Cypt14",0,0,0,0
"Gm14643",0,0,0,0
"Gm26194",0,0,0,0
"Gm7189",0.267,0,0.296,0.3013
"Gm16383",1.9752,0,0,0
"Gm7190",0,0,0,0
"Gm4986",0,1.0763,0,0.7064
"Gm14575",0,0,0,0
"Gm14574",0,0,0,0
"Gm14576",0,0,0,0
"Gm5385",0,0.0758,0,0
"Gm14577",0,0,0,0
"Gria3",3.8229,4.0995,5.8477,5.9793
"Gm22413",0,0,0,0
"Gm14614",0,0,0,0
"Gm14613",0,0,0,0
"Thoc2",37.508,37.3027,57.7291,50.8183
"Gm7657",0,0,0,0
"Gm5135",0,0,0,0
"Gm44490",0,0,0,0
"Xiap",32.3873,29.9657,53.3621,46.9374
"Gm14615",0,0.1302,0,0
"Gm37564",2.7772,2.1487,1.9241,2.7422
"Stag2",95.893,99.2079,157.9023,157.153
"Gm14619",0,0,0,0
"Tex13c2",0.0625,0.3222,0.0692,0.282
"Sh2d1a",0,0,0,0.0235
"Tenm1",0.426,0.5793,0.8443,0.794
"Gm23705",0,0,0,0
"Gm14578",0.293,0,0.3248,0
"Gm24763",0,0,0,0.6804
"Gm14587",0,0,0,0
"Gm14588",0,0,0,0
"Gm14579",0,0,0,0
"Tex13c1",0,0,0,0
"Gm14580",0,0,0,0
"Gm14628",0,0,0,0
"Gm14603",0,0,0,0
"Dcaf12l2",0.3574,0.1229,0.2201,0.1792
"Itpa-ps3",0,0,0,0
"Gm14602",0,0.6952,0,0
"Dcaf12l1",6.7483,7.6643,12.7671,26.2506
"Gm7700",0,0,0,0
"Prr32",0,0,0,0
"Gm14606",0,0,0,0
"Gm14605",0,0,0,0
"Gm5386",0,0,0,0
"Gm14652",0,0,0,0
"Gm25078",0,0,0,0
"Gm14653",0,0,0,0
"4930515L19Rik",0,0,0,0
"Actrt1",0,0,0,0
"Gm14654",0,0,0,0
"Gm4987",0,1.1586,0,0
"Gm29242",0,0,0,0
"Gm7722",0.6184,0.4785,0.3427,0
"Gm14609",0,0,0,0
"Gm14610",0,0,0,0
"Gm4908",0.5699,0.3528,0.6318,0.2573
"Gm14608",0,0,0,0
"Gm6480",0.0607,0,0,0
"Smarca1",23.8743,23.8365,32.6499,33.0057
"Gm14648",0.2372,0,0,0
"Ocrl",13.8519,14.3269,18.3668,19.0111
"Apln",11.023,22.0294,28.1075,11.2075
"Xpnpep2",0.0705,0,0,0
"Sash3",0.6419,0.1324,0.3795,0.0966
"Zdhhc9",16.9465,12.8306,14.0134,8.8321
"Gm24038",0,0,0,0
"Utp14a",64.2142,73.4249,74.7169,73.6215
"Gm22528",0,0,0,0
"Gm7212",0.3292,0,0,0
"Gm22612",0,1.1701,0,0
"Bcorl1",39.4016,32.2367,27.1691,17.9887
"Elf4",6.7267,5.1131,3.4701,2.1868
"Aifm1",44.6398,48.6165,44.4743,46.1146
"Rab33a",2.5721,1.7349,5.1541,6.475
"Zfp280c",42.8612,50.6929,72.9526,71.5757
"Slc25a14",5.3306,5.549,6.7684,6.781
"Gm27828",0,0,0,0
"Gpr119",0,0,0.056,0
"Rbmx2",20.6843,26.7668,30.4581,27.7611
"Fsip2l",0.054,0.1114,0.5386,0
"Gm7219",0,0,0,0
"Enox2",8.1527,9.1971,11.4278,9.5859
"Gm15034",0.6565,0.3386,0.3639,0.3704
"Gm15036",0,0.2954,0.9524,0.3232
"Gm14696",0,0,0.0639,0.0325
"Gm14697",0,0.7295,0.5879,0
"Arhgap36",4.3198,3.9727,4.2317,1.4738
"Gm15037",0,0,0,0
"Gm14719",0.3369,0,0,0.3802
"Olfr1320",0,0,0,0
"Olfr1321",0,0,0,0
"Igsf1",2.6217,3.7494,5.6141,6.1186
"Olfr1322",0,0,0,0
"Gm15033",0,0.3512,0,0
"Olfr1323",0,0,0,0
"Gm23385",0,0,0,0
"BX681418.1",0,0,0,0
"Gm7803",0.3386,0,0.7507,0.6368
"Gm14612",0,0,0.1441,0.1467
"Gm22288",0,0,0,0
"Olfr1324",0,0,0.0219,0
"Gm14620",0,0,0.6631,1.0126
"Firre",78.5815,81.2788,82.0256,79.412
"Stk26",13.5185,14.5957,30.3798,30.4366
"Frmd7",0.2674,0.331,0.4743,0.3018
