"","MD1-R-EB","MD2-R-EB","MD3-R-EB","MD4-R-EB"
"1700018C11Rik",0,0,0,0
"1700018F24Rik",0,0,0,0
"1700018G05Rik",0,0,0,0
"1700018L02Rik",7,1,3,0
"1700019A02Rik",30,60,52,15
"1700019B03Rik",0,2,1,1
"1700019B21Rik",0,2,0,0
"1700019C18Rik",0,0,0,0
"1700019D03Rik",311,407,349,266
"1700019E08Rik",1,3,3,1
"1700019G24Rik",0,0,0,0
"1700019M22Rik",0,0,0,0
"1700019N19Rik",0,0,0,0
"1700019P21Rik",0,0,0,0
"1700020A23Rik",0,0,0,0
"1700020D05Rik",9,12,11,3
"1700020D14Rik",0,0,0,0
"1700020G17Rik",0,0,0,0
"1700020I14Rik",1285,1320,1148,860
"1700020L24Rik",0,1,0,0
"1700020M21Rik",0,0,0,0
"1700020N01Rik",4,2,14,7
"1700020N15Rik",2,0,1,0
"1700020N18Rik",0,1,0,0
"1700021F05Rik",549,765,615,485
"1700021F07Rik",0,1,1,0
"1700021N21Rik",1,0,2,1
"1700022A21Rik",0,0,0,0
"1700022A22Rik",0,0,0,0
"1700022E09Rik",0,0,0,0
"1700022H01Rik",0,0,0,0
"1700022H16Rik",0,0,0,0
"1700022I11Rik",0,0,0,0
"1700023C21Rik",0,0,0,0
"1700023F02Rik",0,0,0,0
"1700023F06Rik",0,10,6,3
"1700024B18Rik",0,1,1,2
"1700024F13Rik",10,14,5,13
"1700024G13Rik",0,2,2,3
"1700024I08Rik",0,0,0,0
"1700024N05Rik",0,0,0,0
"1700024P04Rik",0,0,0,0
"1700024P16Rik",1,3,5,1
"1700025B11Rik",0,0,0,0
"1700025C18Rik",0,0,0,0
"1700025F22Rik",0,0,0,0
"1700025F24Rik",1,0,0,0
"1700025G04Rik",199,265,188,150
"1700025J12Rik",0,0,0,0
"1700025K24Rik",0,0,0,0
"1700025M24Rik",0,0,0,0
"1700025N23Rik",1,1,1,1
"1700026D11Rik",0,0,0,0
"1700026F02Rik",1,0,0,1
"1700026J14Rik",0,0,0,1
"1700027A15Rik",0,0,0,0
"1700027F06Rik",0,0,0,0
"1700027F09Rik",0,0,0,0
"1700027H10Rik",0,0,0,0
"1700027I24Rik",0,1,2,0
"1700027J07Rik",1,0,0,0
"1700028B04Rik",4,3,7,5
"1700028D13Rik",0,0,1,0
"1700028E10Rik",9,14,17,8
"1700028I16Rik",19,28,16,7
"1700028J19Rik",4,5,1,2
"1700028K03Rik",3,9,5,2
"1700028M03Rik",0,0,0,0
"1700028P14Rik",0,0,1,0
"1700028P15Rik",0,1,0,0
"1700029B22Rik",0,0,0,0
"1700029F12Rik",0,0,0,0
"1700029H14Rik",0,1,2,3
"1700029I15Rik",1,5,4,5
"1700029J03Rik",0,0,0,0
"1700029J07Rik",44,42,35,27
"1700029M20Rik",10,16,9,5
"1700029N11Rik",0,0,0,0
"1700029P11Rik",180,207,126,111
"1700030A11Rik",0,1,0,0
"1700030C10Rik",439,634,475,402
"1700030F04Rik",0,0,0,0
"1700030F18Rik",1,0,0,1
"1700030J22Rik",94,147,114,85
"1700030K09Rik",408,584,440,325
"1700030L20Rik",31,48,49,41
"1700030M09Rik",2,7,1,1
"1700030N03Rik",0,1,0,0
"1700030O20Rik",0,0,0,0
"1700031A10Rik",2,2,0,1
"1700031F05Rik",0,0,0,0
"1700031L13Rik",0,0,0,0
"1700031M16Rik",0,0,0,0
"1700031P21Rik",0,0,0,0
"1700034E13Rik",0,0,0,0
"1700034G24Rik",0,0,0,0
"1700034H15Rik",28,36,23,17
"1700034I23Rik",0,0,0,0
"1700034J05Rik",0,0,0,0
"1700034K08Rik",0,0,0,0
"1700034O15Rik",0,0,0,0
"1700034P13Rik",7,6,2,2
"1700036G14Rik",0,0,0,0
"1700037C18Rik",10,19,11,13
"1700037H04Rik",939,1083,796,672
"1700039E22Rik",0,1,0,0
"1700040L02Rik",0,0,0,0
"1700041A01Rik",0,0,0,0
"1700041C23Rik",0,0,0,0
"1700041M19Rik",0,0,0,0
"1700042G07Rik",1,0,0,0
"1700042G15Rik",3,1,1,1
"1700042O10Rik",25,47,19,17
"1700044C05Rik",1,3,0,0
"1700044K03Rik",0,0,0,0
"1700045H11Rik",0,0,0,0
"1700046C09Rik",0,0,0,0
"1700047A11Rik",0,0,0,0
"1700047E10Rik",8,5,6,1
"1700047G03Rik",0,0,0,0
"1700047I17Rik2",0,0,0,0
"1700047L14Rik",0,0,0,0
"1700047M11Rik",0,0,0,0
"1700048M11Rik",0,0,0,0
"1700048O20Rik",9,9,9,3
"1700049E15Rik",0,0,0,0
"1700049E22Rik",4,10,3,1
"1700049L16Rik",0,0,0,0
"1700051A21Rik",0,0,0,0
"1700052I22Rik",0,0,0,0
"1700052K11Rik",52,52,62,57
"1700054A03Rik",0,0,0,0
"1700054K19Rik",0,0,0,0
"1700054M17Rik",0,0,0,0
"1700055C04Rik",0,3,0,4
"1700056E22Rik",0,4,3,1
"1700057G04Rik",0,0,0,0
"1700057H15Rik",0,0,0,0
"1700057H21Rik",4,11,9,8
"1700060C16Rik",0,0,0,0
"1700060C20Rik",0,0,0,0
"1700061F12Rik",0,0,0,0
"1700061G19Rik",514,631,645,511
"1700061I17Rik",0,0,0,0
"1700061J23Rik",0,0,0,0
"1700063A18Rik",0,0,0,0
"1700063D05Rik",118,114,201,139
"1700063O14Rik",0,0,0,0
"1700064J06Rik",0,0,0,0
"1700064M15Rik",0,2,0,0
"1700065D16Rik",2,6,3,2
"1700065I16Rik",0,0,0,0
"1700065J11Rik",0,0,0,0
"1700065J18Rik",0,0,0,0
"1700065L07Rik",0,0,0,0
"1700065O20Rik",0,0,0,0
"1700066B17Rik",3,1,2,5
"1700066B19Rik",9,4,4,7
"1700066J03Rik",5,0,0,1
"1700066M21Rik",321,297,261,213
"1700066N21Rik",0,0,0,0
"1700066O22Rik",0,0,0,0
"1700067G17Rik",0,1,1,1
"1700067K01Rik",43,41,38,41
"1700067P10Rik",0,0,0,0
"1700069L16Rik",1,0,2,2
"1700069P05Rik",0,0,0,0
"1700071K01Rik",0,0,1,0
"1700071M16Rik",0,0,1,1
"1700072B07Rik",0,0,0,0
"1700072I22Rik",0,0,0,0
"1700072O05Rik",0,0,0,0
"1700073E17Rik",0,0,0,0
"1700074H08Rik",0,0,0,1
"1700074P13Rik",0,0,0,0
"1700080E11Rik",0,0,0,0
"1700080N15Rik",0,0,0,0
"1700080O16Rik",0,0,0,0
"1700081H04Rik",0,0,0,0
"1700083H02Rik",0,0,0,0
"1700084D21Rik",0,0,0,0
"1700084E18Rik",1,10,5,3
"1700084F23Rik",0,0,0,0
"1700084J12Rik",0,0,0,0
"1700084M14Rik",0,0,0,0
"1700085C21Rik",0,0,0,0
"1700086L19Rik",0,0,1,0
"1700086O06Rik",22,27,46,33
"1700088E04Rik",6,10,12,5
"1700091H14Rik",0,0,0,0
"1700092C02Rik",0,0,0,0
"1700092C10Rik",0,0,0,0
"1700092E19Rik",0,0,0,0
"1700092K14Rik",0,1,0,0
"1700092M07Rik",14,19,33,18
"1700093K21Rik",4,9,4,1
"1700094D03Rik",106,147,149,118
"1700094J05Rik",2,2,0,2
"1700094M24Rik",0,0,0,0
"1700095A21Rik",0,0,0,0
"1700095B10Rik",0,1,0,0
"1700095J12Rik",0,0,0,0
"1700096J18Rik",0,0,0,0
"1700096K18Rik",40,64,33,30
"1700096P03Rik",0,0,0,0
"1700097N02Rik",47,87,49,36
"1700099I09Rik",0,0,0,1
"1700100I10Rik",0,0,0,0
"1700100L14Rik",0,0,0,0
"1700101I11Rik",1,0,1,0
"1700101O22Rik",0,0,0,0
"1700102H20Rik",17,5,6,2
"1700102P08Rik",24,36,13,11
"1700104L18Rik",0,0,0,0
"1700105P06Rik",16,9,6,7
"1700108F19Rik",42,33,30,26
"1700108J01Rik",0,0,0,0
"1700109G14Rik",0,0,0,0
"1700109G15Rik",0,0,0,0
"1700109H08Rik",35,28,28,23
"1700109I08Rik",0,0,0,0
"1700109K24Rik",0,0,0,0
"1700110C19Rik",4,6,5,5
"1700110I01Rik",0,0,0,0
"1700110I07Rik",0,0,0,0
"1700110K17Rik",2,0,0,0
"1700111N16Rik",2,0,0,0
"1700112E06Rik",0,0,0,1
"1700112H15Rik",0,1,0,0
"1700112J05Rik",0,0,0,0
"1700112J16Rik",2,7,3,3
"1700113A16Rik",62,58,57,38
"1700113B09Rik",0,1,0,1
"1700113H08Rik",0,0,0,0
"1700116B05Rik",0,0,0,1
"1700119H24Rik",0,0,0,0
"1700120C14Rik",7,3,4,2
"1700120E14Rik",0,0,0,0
"1700120G07Rik",0,0,0,0
"1700120K04Rik",1,0,1,0
"1700121L16Rik",0,0,0,0
"1700121N20Rik",1,0,0,3
"1700122C19Rik",0,0,0,0
"1700122O11Rik",1,1,1,0
"1700123J17Rik",0,3,1,1
"1700123K08Rik",0,0,0,0
"1700123L14Rik",0,0,0,0
"1700123M08Rik",10,16,16,14
"1700123O12Rik",0,0,0,0
"1700123O20Rik",610,649,614,522
"1700123O21Rik",0,0,0,0
"1700124L16Rik",2,4,4,3
"1700125G02Rik",0,0,0,0
"1700125G22Rik",4,2,2,3
"1700125H03Rik",5,2,6,3
"1700125H20Rik",2,1,2,1
"1700126H18Rik",0,0,0,1
"1700128A07Rik",0,0,0,0
"1700128F08Rik",0,0,0,0
"1700129C05Rik",0,0,0,0
"1810006J02Rik",0,1,0,0
"1810007C17Rik",0,0,0,0
"1810007D17Rik",0,0,0,0
"1810008I18Rik",0,0,0,0
"1810009A15Rik",3,5,4,5
"1810009J06Rik",0,0,0,0
"1810010D01Rik",3,0,1,0
"1810010H24Rik",18,14,26,17
"1810011H11Rik",0,0,0,0
"1810011O10Rik",27,15,31,27
"1810012K16Rik",4,4,10,2
"1810013A23Rik",0,0,0,0
"1810013L24Rik",1880,2038,1756,1454
"1810014B01Rik",105,143,88,86
"1810018F18Rik",0,0,0,0
"1810019D21Rik",52,79,114,91
"1810020O05Rik",3,2,0,1
"1810021B22Rik",0,1,0,2
"1810022K09Rik",1638,2102,1965,1539
"1810024B03Rik",2,4,3,6
"1810026B05Rik",510,522,523,353
"1810030O07Rik",976,1016,937,697
"1810032O08Rik",585,995,869,640
"1810034E14Rik",2,0,1,0
"1810037I17Rik",1394,1707,1661,1229
"1810041H14Rik",6,6,10,2
"1810041L15Rik",6,11,8,9
"1810043G02Rik",89,94,96,73
"1810044D09Rik",29,39,27,31
"1810046K07Rik",0,0,0,0
"1810053B23Rik",0,0,0,0
"1810055G02Rik",664,665,587,472
"1810058I24Rik",601,797,810,653
"1810062G17Rik",0,1,0,0
"1810062O18Rik",0,5,4,0
"1810063I02Rik",1,8,1,1
"1810064F22Rik",0,1,2,1
"1810065E05Rik",0,0,0,0
"2010001A14Rik",14,24,12,12
"2010003K11Rik",0,0,1,0
"2010005H15Rik",0,0,0,0
"2010009K17Rik",0,0,0,0
"2010010A06Rik",0,1,1,0
"2010016I18Rik",0,0,0,0
"2010106C02Rik",0,0,0,0
"2010106E10Rik",0,0,0,0
"2010107E04Rik",721,1162,1003,772
"2010107G23Rik",109,112,87,58
"2010109A12Rik",2,3,1,1
"2010109I03Rik",3,2,0,0
"2010111I01Rik",475,604,666,538
"2010204K13Rik",226,341,285,235
"2010300C02Rik",32,16,20,8
"2010308F09Rik",2,0,2,0
"2010310C07Rik",0,0,0,0
"2010315B03Rik",59,58,50,32
"2010320M18Rik",104,141,135,105
"2200002D01Rik",37,30,45,50
"2200002J24Rik",0,0,1,1
"2210010C04Rik",0,0,0,0
"2210011C24Rik",80,103,75,64
"2210013O21Rik",129,221,187,123
"2210016F16Rik",426,504,395,366
"2210016L21Rik",451,497,512,374
"2210039B01Rik",32,57,46,49
"2210404E10Rik",0,1,1,0
"2210406O10Rik",1,0,2,2
"2210407C18Rik",0,0,0,0
"2210408F21Rik",0,0,2,1
"2210408I21Rik",177,142,152,100
"2210409D07Rik",0,0,0,0
"2210409E12Rik",114,196,118,94
"2210414B05Rik",0,0,0,0
"2210416O15Rik",0,3,2,1
"2210417A02Rik",2,1,0,1
"2210418O10Rik",0,0,0,0
"2210420H20Rik",1,2,2,3
"2300002M23Rik",5,9,2,4
"2300003K06Rik",0,0,0,0
"2300009A05Rik",36,33,37,33
"2310001H17Rik",2,2,1,0
"2310001K24Rik",0,0,0,0
"2310002D06Rik",0,0,0,0
"2310002F09Rik",3,5,3,3
"2310002L09Rik",0,0,0,0
"2310003N18Rik",0,0,0,0
"2310005A03Rik",0,0,0,0
"2310005E17Rik",1,3,0,0
"2310007B03Rik",1,1,1,0
"2310008N11Rik",1,0,2,1
"2310009A05Rik",169,193,195,136
"2310009B15Rik",63,73,78,56
"2310010J17Rik",30,37,21,15
"2310011J03Rik",210,368,315,283
"2310015A10Rik",186,226,175,143
"2310015D24Rik",0,0,1,0
"2310016D03Rik",0,0,0,0
"2310020H05Rik",0,0,0,0
"2310022A10Rik",1119,1265,1146,904
"2310022B05Rik",1273,1156,960,824
"2310030A07Rik",2,2,1,1
"2310030G06Rik",156,128,115,72
"2310033P09Rik",289,416,370,282
"2310034C09Rik",0,0,0,0
"2310034G01Rik",15,13,15,7
"2310034O05Rik",0,0,0,0
"2310035C23Rik",1554,1828,1598,1287
"2310036O22Rik",2347,3180,2856,2252
"2310039H08Rik",120,154,96,73
"2310039L15Rik",52,80,56,48
"2310040G24Rik",28,39,40,39
"2310043L19Rik",0,2,0,0
"2310043O21Rik",0,0,0,0
"2310045n01rik-mef2b",0,0,0,0
"2310050C09Rik",0,0,0,0
"2310057J18Rik",0,0,0,0
"2310057M21Rik",527,604,483,359
"2310057N15Rik",0,0,0,0
"2310061I04Rik",713,864,686,548
"2310061N02Rik",0,0,0,0
"2310065F04Rik",0,0,0,0
"2310068J16Rik",22,19,11,18
"2310069B03Rik",6,5,4,2
"2310069G16Rik",0,0,1,0
"2310075C17Rik",0,0,0,0
"2310079G19Rik",0,0,0,0
"2310081J21Rik",0,0,0,0
"2400006E01Rik",144,167,154,108
"2410002F23Rik",2008,2298,2130,1714
"2410003L11Rik",372,512,420,308
"2410004B18Rik",338,484,372,284
"2410004I01Rik",2,8,2,1
"2410004P03Rik",12,10,13,11
"2410006H16Rik",947,1586,1317,1026
"2410012E07Rik",2,3,2,1
"2410015M20Rik",361,643,485,387
"2410017I17Rik",27,32,27,23
"2410018L13Rik",139,175,104,89
"2410021H03Rik",27,24,58,41
"2410089E03Rik",1870,1972,1833,1550
"2410124H12Rik",8,5,13,10
"2410131K14Rik",194,300,231,178
"2410137M14Rik",118,131,102,67
"2410141K09Rik",1899,2188,1309,974
"2500002B13Rik",387,366,351,293
"2500004C02Rik",51,84,101,66
"2510002D24Rik",171,178,142,117
"2510003B16Rik",12,21,17,21
"2510009E07Rik",21,33,7,5
"2510039O18Rik",783,874,758,550
"2610001J05Rik",231,400,312,258
"2610002M06Rik",232,243,261,195
"2610005L07Rik",2060,2485,1873,1541
"2610008E11Rik",372,382,416,276
"2610016A17Rik",0,0,0,1
"2610020C07Rik",25,26,22,16
"2610020H08Rik",173,214,145,136
"2610027K06Rik",0,0,0,0
"2610028E06Rik",5,9,2,2
"2610028H24Rik",0,0,0,1
"2610035D17Rik",15,8,9,4
"2610035F20Rik",38,39,26,11
"2610037D02Rik",209,221,313,203
"2610042L04Rik",80,83,56,61
"2610044O15Rik8",501,559,481,356
"2610203C22Rik",0,0,0,0
"2610206C17Rik",5,0,0,1
"2610301B20Rik",261,267,201,176
"2610306M01Rik",15,22,23,10
"2610307P16Rik",9,22,18,11
"2610316D01Rik",0,0,0,0
"2610318N02Rik",788,843,768,635
"2610507B11Rik",12369,14273,10784,8651
"2610507I01Rik",92,79,98,72
"2610524H06Rik",248,304,249,178
"2610528A11Rik",2,3,1,3
"2610528J11Rik",182,141,266,213
"2700038G22Rik",512,561,516,406
"2700046A07Rik",0,2,0,0
"2700046G09Rik",32,28,25,23
"2700049A03Rik",1944,2066,1885,1487
"2700054A10Rik",48,52,53,25
"2700060E02Rik",6075,6043,5500,4393
"2700062C07Rik",437,507,403,322
"2700069I18Rik",0,0,0,0
"2700070H01Rik",0,2,1,1
"2700081O15Rik",538,785,630,526
"2700089I24Rik",0,0,1,0
"2700097O09Rik",480,601,492,450
"2700099C18Rik",509,529,461,342
"2810001G20Rik",66,72,54,54
"2810002D19Rik",197,221,141,117
"2810004N23Rik",3000,3377,3172,2605
"2810006K23Rik",351,445,368,303
"2810013P06Rik",349,364,310,247
"2810021J22Rik",288,361,256,215
"2810025M15Rik",664,987,799,632
"2810029C07Rik",13,21,28,15
"2810032G03Rik",3,1,0,0
"2810047C21Rik1",49,70,44,48
"2810049E08Rik",0,0,0,0
"2810403A07Rik",2686,2793,2511,2005
"2810403D21Rik",20,24,13,12
"2810404M03Rik",0,0,0,0
"2810405F15Rik",0,0,0,0
"2810408A11Rik",232,250,194,176
"2810408I11Rik",146,142,91,68
"2810410L24Rik",14,28,13,5
"2810428I15Rik",488,783,570,527
"2810429I04Rik",90,109,88,85
"2810433D01Rik",1,0,1,1
"2810442N19Rik",0,1,0,0
"2810454H06Rik",40,46,39,38
"2810459M11Rik",4,2,2,4
"2810468N07Rik",13,14,8,7
"2810471M01Rik",0,0,0,0
"2810474O19Rik",9178,9725,9082,7518
"2900005J15Rik",2,4,4,2
"2900009J06Rik",7,12,5,1
"2900011O08Rik",222,236,263,211
"2900026A02Rik",543,570,539,386
"2900041M22Rik",28,49,46,37
"2900052N01Rik",0,0,1,0
"2900055J20Rik",5,3,1,4
"2900057B20Rik",0,0,0,0
"2900060B14Rik",11,20,17,20
"2900076A07Rik",49,49,56,38
"2900079G21Rik",0,0,0,0
"2900092C05Rik",0,0,0,0
"2900092D14Rik",2,1,2,2
"2900097C17Rik",7256,7583,6603,5566
"3000002C10Rik",52,56,30,32
"3010001F23Rik",6,4,3,1
"3010003L21Rik",30,43,33,27
"3100003L05Rik",0,0,0,0
"3110002H16Rik",581,757,692,605
"3110009E18Rik",76,88,93,71
"3110009F21Rik",0,0,0,0
"3110015C05Rik",0,0,0,0
"3110021A11Rik",4,14,4,2
"3110035E14Rik",0,0,0,0
"3110039I08Rik",55,50,51,16
"3110039M20Rik",0,0,0,0
"3110040N11Rik",131,158,130,104
"3110043O21Rik",534,530,354,297
"3110045C21Rik",21,14,17,11
"3110056K07Rik",73,95,84,68
"3110062M04Rik",84,91,112,80
"3110070M22Rik",2,5,4,1
"3110079O15Rik",0,0,0,0
"3110082I17Rik",637,781,743,634
"3110082J24Rik",2,1,0,0
"3110099E03Rik",0,0,0,0
"3200001D21Rik",0,0,0,0
"3300002I08Rik",14,19,20,9
"3300002P13Rik",9,7,0,3
"3300005D01Rik",1,2,3,2
"3425401B19Rik",10,7,3,1
"3632451O06Rik",364,340,262,203
"3632454L22Rik",1,2,3,4
"3830403N18Rik",1,0,0,0
"3830406C13Rik",163,176,145,116
"3830408C21Rik",51,56,53,47
"3830417A13Rik",4,6,16,26
"3830432H09Rik",6,3,6,2
"3930402G23Rik",2,4,2,1
"4430402I18Rik",7,5,8,4
"4631405J19Rik",0,0,1,0
"4632404H12Rik",95,131,73,55
"4632415L05Rik",291,301,255,221
"4632427E13Rik",62,61,85,60
"4632428C04Rik",7,4,1,3
"4732416N19Rik",4,0,1,4
"4732471J01Rik",35,71,53,36
"4732490B19Rik",0,0,0,0
"4732491K20Rik",12,17,13,9
"4831407H17Rik",0,0,0,0
"4831440E17Rik",61,54,51,36
"4833411C07Rik",0,0,0,0
"4833412C05Rik",0,0,0,0
"4833415N18Rik",0,0,2,0
"4833417C18Rik",81,154,119,77
"4833418N02Rik",2,1,3,4
"4833419F23Rik",1,2,0,1
"4833420G17Rik",996,1041,960,672
"4833422C13Rik",0,1,1,2
"4833422M21Rik",6,3,6,8
"4833423E24Rik",0,0,0,0
"4833427F10Rik",0,0,0,1
"4833427G06Rik",1,3,2,2
"4833428L15Rik",0,0,0,0
"4833439L19Rik",3068,3142,2853,2115
"4921501E09Rik",0,0,0,0
"4921504A21Rik",1,2,0,0
"4921504E06Rik",0,1,0,0
"4921507P07Rik",27,22,25,24
"4921508D12Rik",0,0,0,0
"4921509C19Rik",2,6,0,1
"4921509O07Rik",0,1,0,0
"4921511C10Rik",0,0,2,0
"4921511C20Rik",3,0,0,0
"4921511H03Rik",0,0,0,0
"4921511I17Rik",0,0,0,0
"4921511M17Rik",0,0,0,0
"4921513I03Rik",0,0,0,0
"4921515E04Rik",1,0,0,0
"4921517D22Rik",0,0,0,0
"4921518K17Rik",0,0,0,0
"4921524J17Rik",854,877,856,620
"4921524L21Rik",0,0,0,0
"4921525O09Rik",1,7,5,1
"4921529L05Rik",0,0,0,0
"4921530L21Rik",0,0,0,0
"4921531C22Rik",26,23,19,18
"4921531P14Rik",0,0,0,0
"4921533I20Rik",0,0,0,0
"4921534H16Rik",0,0,0,0
"4921536K21Rik",18,17,18,12
"4921539E11Rik",0,0,0,0
"4922502D21Rik",0,0,0,0
"4922502H24Rik",0,0,0,0
"4922502N22Rik",0,0,0,0
"4930401C15Rik",0,0,0,0
"4930401O10Rik",0,0,0,0
"4930401O12Rik",0,0,0,0
"4930402F06Rik",0,0,0,0
"4930402F11Rik",0,0,0,0
"4930402H24Rik",288,339,311,207
"4930402K13Rik",1,0,2,0
"4930404A05Rik",0,0,0,0
"4930404H11Rik",0,0,1,0
"4930404I05Rik",0,0,0,0
"4930404N11Rik",9,18,11,11
